Original_Title,Year_Of_Release,Runtime,Genres,Imdb_Rating,Imdb_Votes,Actors
Rock On 2,2016,143,Drama|Music,5,1768,Farhan Akhtar|Shraddha Kapoor|Arjun Rampal|Purab Kohli|Prachi Desai|Shashank Arora|Shahana Goswami|
Force 2,2016,127,Action|Thriller,6.2,4340,John Abraham|Sonakshi Sinha|Tahir Raj Bhasin|Adil Hussain|Björn Freiberg|
Dear Zindagi,2016,151,Drama|Romance,7.6,32790,Alia Bhatt|Shah Rukh Khan|Kunal Kapoor|Priyanka Moodley|Prateek Jain|Aditya Roy Kapoor|Ali Zafar|Bobby Duggal|Angad Bedi|Darwin|Raj Bhansali|Sharic Sequeira|Dilip|Akanksha Gade|
Befikre,2016,130,Comedy|Drama|Romance,3.9,6490,Vaani Kapoor|Ranveer Singh|Elisa Bachir Bey|Akarsh Khurana|Ayesha Raza|Julie Ordon|Vincent Paquot|Pauline Deshons|Hugo Diego Garcia|Aru Krishansh Verma|Armaan Ralhan|Noom Diawara|François-Marie Nivon|Oceane Dailly|
Moh Maya Money,2016,108,Crime|Drama|Thriller,5.7,344,Neha Dhupia|Ranvir Shorey|Devendra Chowhan|Vidushi Mehra|Priya Tandon|
Shorgul,2016,132,Drama,5.7,176,Jimmy Sheirgill|Ashutosh Rana|Rahul Chahan|Suha Gezen|Eijaz Khan|Sanjay Suri|Hiten Tejwani|Aniruddh Dave|Narendra Jha|Deep Raj Rana|Hrishitaa Bhatt|Neetu Pande|
Saansein: The Last Breath,2016,101,Horror|Romance,3.2,101,Sonarika Bhadoria|Amir Dalvi|Rajniesh Duggall|Vishal Malhotra|Neetha Shetty|
Ki & Ka,2016,126,Comedy|Romance,5.8,4853,Amitabh Bachchan|Kareena Kapoor|Arjun Kapoor|Jaya Bachchan|Rajit Kapoor|Swaroop Sampat|Abhiroy Singh|Ratnesh Mani|N. Madhusudan|Tanvir Singh|Priyanka Moodley|Sanjeev Wadhwani|Geeta Udeshi|Richard John Lovatt|
Wajah Tum Ho,2016,136,Drama|Mystery|Romance,4.3,1000,Sharman Joshi|Sana Khaan|Gurmeet Choudhary|Rajniesh Duggall|Himmanshoo A. Malhotra|Prarthana Behere|Sherlyn Chopra|Zareen Khan|
Dangal,2016,161,Action|Biography|Drama,8.4,131338,Aamir Khan|Fatima Sana Shaikh|Sanya Malhotra|Sakshi Tanwar|Aparshakti Khurana|Zaira Wasim|Suhani Bhatnagar|Ritvik Sahore|Girish Kulkarni|
Mirzya,2016,129,Action|Adventure|Drama,4.6,1581,Harshvardhan Kapoor|Saiyami Kher|Art Malik|Anuj Choudhry|Om Puri|K.K. Raina|
Prem Ratan Dhan Payo,2015,164,Action|Drama|Musical,4.6,16087,Salman Khan|Sonam Kapoor|Neil Nitin Mukesh|Deepak Dobriyal|Arman Kohli|Swara Bhaskar|Aashika Bhatia|Deep Raj Rana|Manoj Joshi|Sanjay Mishra|Samaira Rao|Anupam Kher|Suhasini Mulay|Sameer Dharmadhikari|
Tanu Weds Manu Returns,2015,128,Comedy|Drama|Romance,7.7,24338,Kangana Ranaut|Madhavan|Jimmy Sheirgill|Swara Bhaskar|Rajesh Sharma|Mohammed Zeeshan Ayyub|Eijaz Khan|Deepak Dobriyal|Manu Rishi Chadha|Raj Awasti|Gaurav Mishra|Aakash Dahiya|Alex Jaep|
31st October,2015,109,Action|Drama|History,5.9,205,Soha Ali Khan|Lakha Lakhwinder Singh|Nagesh Bhonsle|Arohi Radhakrishnan|
Any Body Can Dance 2,2015,154,Biography|Drama|Music,5.5,4750,Prabhu Deva|Varun Dhawan|Shraddha Kapoor|Lauren Gottlieb|Dharmesh Yelande|Punit Pathak|Raghav Juyal|Tisca Chopra|Jineet Rath|Akanksha Nehra|Prachee Shah Paandya|
Dilwale,2015,158,Action|Comedy|Romance,5.2,29502,Shah Rukh Khan|Kajol|Varun Dhawan|Kriti Sanon|Boman Irani|Varun Sharma|Johnny Lever|Mukesh Tiwari|Pankaj Tripathi|Sanjay Mishra|Chetna Pande|Vinod Khanna|Kabir Bedi|
Bajrangi Bhaijaan,2015,163,Action|Comedy|Drama,8,65877,Salman Khan|Harshaali Malhotra|Nawazuddin Siddiqui|Kareena Kapoor|Sharat Saxena|Alka Badola Kaushal|Om Puri|Meher Vij|Rajesh Sharma|Mir Sarwar|Khushaal Pawar|Krunal Pandit|Manoj Bakshi|Mursaleem Qureshi|
Bajirao Mastani,2015,158,Action|Drama|History,7.2,29141,Ranveer Singh|Deepika Padukone|Priyanka Chopra|Tanvi Azmi|Mahesh Manjrekar|Raza Murad|Aditya Pancholi|Milind Soman|Vaibhav Tatwawaadi|Yatin Karyekar|Benjamin Gilani|Zila Khan|Ganesh Yadav|Sukhada Khandkekar|
Welcome Back,2015,152,Action|Comedy|Crime,4.2,5133,Anil Kapoor|Nana Patekar|Dimple Kapadia|John Abraham|Shruti Haasan|Shiney Ahuja|Paresh Rawal|Naseeruddin Shah|
Baby,2015,159,Action|Thriller,8,49426,Akshay Kumar|Danny Denzongpa|Rana Daggubati|Taapsee Pannu|Anupam Kher|Kay Kay Menon|Sushant Singh|Madhurima Tuli|Mikaal Zulfiqar|Hasan Noman|Rasheed Naz|Kerem Sarikaya|Zachary Coffin|
Singh Is Bliing,2015,141,Action|Comedy,5.1,6976,Akshay Kumar|Amy Jackson|Lara Dutta|Kay Kay Menon|Rati Agnihotri|Yograj Singh|Pradeep Singh Rawat|Anil Charanjeett|Arfi Lamba|Kunal Kapoor|Murli Sharma|
Gabbar is Back,2015,128,Action,7.1,21430,Akshay Kumar|Shruti Haasan|Kareena Kapoor|Jaideep Ahlawat|Chitrangda Singh|Sunil Grover|Shruti Bapna|Jitendra Trehan|Suman|Vikas Shrivastav|Ishita Vyas|Rajiv Kachroo|Sanjay Gurbaxani|Jagdish Rajpurohit|
Mumbai Can Dance Saalaa,2015,135,Drama,2.7,18,Shakti Kapoor|Prashant Narayanan|Aditya Pancholi|Rakhi Sawant|Ashima Sharma|
Alone,2015,133,Horror,3.7,1465,Bipasha Basu|Karan Singh Grover|Sulabha Arya|Zakir Hussain|Neena Gupta|Nilima Priya|Sanjay Sharma|
Tevar,2015,157,Action|Drama|Romance,4.1,2756,Arjun Kapoor|Sonakshi Sinha|Manoj Bajpayee|Deepti Naval|Raj Babbar|Shruti Haasan|
Sharafat Gayi Tel Lene,2015,108,Comedy|Drama|Mystery,5.1,250,Zayed Khan|Tina Desai|Anupam Kher|Rannvijay Singh|Talia Bentson|
Dolly Ki Doli,2015,98,Comedy|Romance,4.6,2543,Malaika Arora|Karan Ashar|Mohammed Zeeshan Ayyub|Karim Hajee|Brijendra Kala|Sonam Kapoor|Saif Ali Khan|Umar Raza Khan|Rajkummar Rao|Pulkit Samrat|Varun Sharma|
Hawaizaada,2015,148,Biography|Drama,5.5,1501,Naman Jain|
Khamoshiyan,2015,122,Drama|Horror|Romance,4,1074,Gurmeet Choudhary|Ali Fazal|Sapna Pabbi|Debina Choudhary|
Rahasya,2015,123,Mystery|Thriller,7.6,3950,Kay Kay Menon|Ashish Vidyarthi|Tisca Chopra|Mita Vasisht|Ashwini Kalsekar|Kakar Vinit|Jitendra Barsiwal|Farida Dadi|Ramesh Deo|Usha Jadhav|Bikramjeet Kanwarpal|Murari Kumar|Aarush Maurya|Nimai Bali|
Jai Jawaan Jai Kisaan,2015,100,Biography|Drama|History,5.4,24,Rati Agnihotri|Kanchan Awasthi|Rishi Bhutani|Prem Chopra|Imran Hasnee|Jatin Khurana|Avinash Kumar|
Shamitabh,2015,155,Drama,6.8,6555,Amitabh Bachchan|Dhanush|Akshara Haasan|Abhinaya|Pete Meads|Rukmini Vijayakumar|Shubham|Pratik|Sonamani|Rajeev|Ajay Jadhav|Asif Ali Beg|Ivan Rodrigues|Uday Tikekar|
Roy,2015,146,Action|Drama|Mystery,3.3,6789,Arjun Rampal|Jacqueline Fernandez|Ranbir Kapoor|Barun Chanda|
Badlapur,2015,134,Action|Crime|Drama,7.4,20021,Varun Dhawan|Nawazuddin Siddiqui|Yami Gautam|Huma Qureshi|Neel Tyagi|Vinay Pathak|Radhika Apte|Pratima Kazmi|Divya Dutta|Kumud Mishra|Ashwini Kalsekar|Murli Sharma|Gopal K. Singh|Zakir Hussain|
Crazy Cukkad Family,2015,0,Comedy,5.3,39,Swanand Kirkire|Shilpa Shukla|Kushal Punjabi|Siddharth Sharma|
Take It Easy,2015,0,Drama,7.8,12,Sulabha Arya|Anang Desai|Jyoti Gauba|Yash Ghanekar|Vikram Gokhale|Smera Jadhav|Supriya Karnik|Vijay Kashyap|Prasad Reddy|Joy Sengupta|Dipannita Sharma|Manisha Thakur|
Qissa: The Tale of a Lonely Ghost,2013,109,Drama|Fantasy,6.6,737,Irrfan Khan|Tisca Chopra|Tillotama Shome|Rasika Dugal|Danish Akhtar|Sonia Bindra|Faezeh Jalali|Dhami|Jitendra Kaur|Sukhwinder Virk|Sarabjit|Bhavya|Riyaz Aulakh|Nakul Arora|
Ab Tak Chhappan 2,2015,106,Action|Crime|Thriller,5.8,1194,Nana Patekar|Mohan Agashe|Gul Panag|Ashutosh Rana|Raj Zutshi|Govind Namdeo|Vikram Gokhale|Bobby Bedi|Jagat Rawat|
Dum Laga Ke Haisha,2015,110,Comedy|Drama|Romance,7.5,15706,Ayushmann Khurrana|Bhumi Pednekar|Sanjay Mishra|Kumar Sanu|Sheeba Chaddha|Seema Bhargava|Chandrachoor Rai|Devika Vatsa|Alka Amin|Shardul Rana|Mahesh Sharma|Shrikant Verma|Swedha Singh|V.K. Sharma|
Dirty Politics,2015,130,Drama,2.6,534,Anupam Kher|Atul Kulkarni|Awadhesh Mishra|Govind Namdeo|Om Puri|Ashutosh Rana|Naseeruddin Shah|Mallika Sherawat|Jackie Shroff|Sushant Singh|
MSG: The Messenger of God,2015,197,Action|Comedy|Drama,6,11096,Gurmeet Ram Rahim Singh|Daniel Kaleb|Flora Saini|Jayshree Soni|Olexandra Semen|Gaurav Gera|Raju Pandit|
Badmashiyaan,2015,128,Comedy|Romance,4.6,124,Sidhant Gupta|Suzanna Mukherjee|Gunjan Malhotra|Sharib Hashmi|Karan Veer Mehra|
Coffee Bloom,2015,90,Drama,6.5,98,Arjun Mathur|Sugandha Garg|Ishwari Bose-Bhattacharya|Mohan Kapoor|
Hey Bro,2015,113,Action|Comedy|Drama,3.3,119,Ganesh Acharya|Maninder Singh|Nupur Sharma|Prem Chopra|Hanif Hilal|Indira Krishnan|Govinda|Kurush Deboo|
NH10,2015,115,Action|Crime|Drama,7.2,11378,Anushka Sharma|Neil Bhoopalam|Darshan Kumaar|Deepti Naval|Tanya Purohit|Kanchan Sharma|Tushar Grover|
Hunterrr,2015,141,Comedy|Romance,7,5196,Gulshan Devaiah|Radhika Apte|Sai Tamhankar|Veera Saxena|Rachel D'Souza|Hansa Singh|Divya Shah|Sagar Deshmukh|Nina Kulkarni|Vaibhav Tatwawaadi|Kiran Khoje|Shalva Kinjawadekar|Ayli Ghiya|Kallirroi Tziafeta|
Detective Byomkesh Bakshy!,2015,139,Action|Mystery|Thriller,7.6,14674,Sushant Singh Rajput|Anand Tiwari|Neeraj Kabi|Divya Menon|Swastika Mukherjee|Meiyang Chang|Mark Bennington|Taka Higuchi|Shivam|Kaushik Ghosh|Anindya Pulak Banerjee|Arindol Bagchi|Peter Wong|Pradipto Kumar Chakraborty|
Luckhnowi Ishq,2015,127,Drama,6.9,19,Adhyayan Suman|Karishma Kotak|
Court,2014,116,Drama,7.7,3373,Vira Sathidar|Vivek Gomber|Geetanjali Kulkarni|Pradeep Joshi|Shirish Pawar|Usha Bane|
Margarita with a Straw,2014,100,Drama,7.2,3045,Kalki Koechlin|Revathy|Sayani Gupta|Hussain Dalal|Tenzing Dalha|Kuljeet Singh|Malhar Khushu|William Moseley|Jose Rivera|Shuchi Dwivedi|Doug Plaut|Jennifer Silverstein|Jacob Berger|Marco Torriani|
Ek Paheli Leela,2015,145,Mystery|Romance|Thriller,3.7,1578,Sunny Leone|Rahul Dev|Mohit Ahlawat|Jay Bhanushali|Jas Arora|Shivani Tanksale|Anand Vijay Kumar|Ehsaan Qureshi|Nausheen Ahmed|Girish Thappar|Daniel Weber|Kulvinder Bakshish|C. Jay Munshi|Siddharth Singh|
Barkhaa,2015,127,Drama|Romance,5.1,283,Sara Loren|Priyanshu Chatterjee|
Mr. X,2015,133,Action|Crime|Sci-Fi,3.7,1554,Emraan Hashmi|Amyra Dastur|Tanmay Bhat|Sushil Pandey|
NH-8: Road to Nidhivan,2015,95,Horror,3,31,Auroshika Dey|Arjun Fauzdar|Swaroopa Ghosh|
Dilliwaali Zaalim Girlfriend,2015,121,Comedy|Drama,3.8,163,Ira Dubey|Natalia Kapchuk|Prachi Mishra|Deepaq Sharma|Divyendu Sharma|Jackie Shroff|
Dharam Sankat Mein,2015,129,Comedy,6.2,1822,Naseeruddin Shah|Paresh Rawal|Annu Kapoor|
Kaagaz Ke Fools,2015,109,Comedy,3.9,109,Vinay Pathak|Mugdha Godse|Raima Sen|
Kuch Kuch Locha Hai,2015,143,Comedy|Drama,2.5,707,Ram Kapoor|Sunny Leone|Evelyn Sharma|Navdeep Chhabra|Suchita Trivedi|Mehul Buch|Prashant Kapoor|Priyanka Sharma|Avantika Khatri|Kurush Deboo|Errol Peter Marks|Sunny Rajani|Anshool Uttamani|Michael Hagerty-Roach|
Piku,2015,123,Comedy|Drama,7.6,25692,Deepika Padukone|Amitabh Bachchan|Irrfan Khan|Moushumi Chatterjee|Raghuvir Yadav|Jishu Sengupta|Balendar Singh|Swaroopa Ghosh|Sajal Bhattacharya|Rupsa Banerjee|Nutan Mathur|Prerna Chawla|Aniruddha Roy Chowdhury|Bishwadeep Chatterjee|
Bombay Velvet,2015,149,Action|Crime|Drama,5.7,5116,Ranbir Kapoor|Anushka Sharma|Karan Johar|Satyadeep Misra|Manish Chaudhary|Kay Kay Menon|Siddartha Basu|Vivaan Shah|Vicky Kaushal|Atul Srivastava|Akash Dabas|Jagdish Rajpurohit|Varun Grover|Sandesh Jadhav|
I Love Desi,2015,0,Comedy|Romance,0,0,Shakti Anand|Arun Bali|Vedant Bali|Sunita Dhir|Gurpreet Ghuggi|Gulshan Grover|Mannat|Priyanka Shah|Karaan Singh|
Dil Dhadakne Do,2015,170,Comedy|Drama|Romance,6.8,13084,Anil Kapoor|Shefali Shah|Priyanka Chopra|Ranveer Singh|Anushka Sharma|Farhan Akhtar|Rahul Bose|Zarina Wahab|Vikrant Massey|
Welcome to Karachi,2015,131,Action|Comedy|War,4.3,1013,Arshad Warsi|Jackky Bhagnani|Lauren Gottlieb|Kumud Pant|Ayub Khoso|Adnan Shah|Kubra Khan|Dalip Tahil|Pavan Malhotra|
P Se PM Tak,2015,123,Comedy|Drama,3.9,67,Meenakshi Dixit|Indrajeet Soni|Bharat Jadhav|Yashpal Sharma|Chinmay Jadhavrao|Deepak Shirke|Akhilendra Mishra|Mushtaq Khan|Aanand Kale|Vedish|Prerna Wanvari|Aakash Pandey|Geetanjali Kulkarni|Virendra Saxena|
Mere Genie Uncle,2015,0,Comedy,4.5,6,Yash Acharya|Navina Bole|Hetvi Charla|Pankaj Kalra|Pratham Kalra|Shakti Kapoor|Swati Kapoor|Jenna Khan|Mushtaq Khan|Ayyan Mallik|Ehsaan Qureshi|Asheish Roy|Anuj Sikri|
Hamari Adhuri Kahani,2015,129,Drama|Romance,6.7,4788,Rajkummar Rao|Vidya Balan|Emraan Hashmi|Amala Akkineni|Zachary Coffin|Anil George|Madhurima Tuli|Yatin Karyekar|Sara Khan|Paras Chhabra|Narendra Jha|Suhasini Mulay|Namit Das|Uday Chandra|
Miss Tanakpur Haazir Ho,2015,154,Comedy|Crime|Family,5.4,300,Rahul Bagga|Hrishitaa Bhatt|Brijendra Kala|Annu Kapoor|Ravi Kishan|Sanjay Mishra|
Uvaa,2015,138,Comedy|Drama,4.9,130,Mohit Baghel|Sheena Bajaj|Manish Chaudhary|Lavin Gothi|Vinti Idnani|Jyoti Kalash|Rajit Kapoor|Yukti Kapoor|Elena Kazan|Hussain Khan|Neha Khan|Neha Khan|Bhupendra Singh Megh|Rohan Mehra|
Ishq Ke Parindey,2015,120,Music|Romance,6.7,49,Rishi Verma|Priyanka Mehta|Manjul Azad|Abid Yunus Khan|
Ishqedarriyaan,2015,132,Romance,4.9,133,Mimoh Chakraborty|Kavin Dave|Mohit Dutta|
Sabki Bajegi Band,2015,108,Comedy|Drama,5.3,35,Swara Bhaskar|Shaurya Chauhan|Jhanvi Desai|Nisha Lalwani|Alekh Sangal|Samarth Shandilya|Aman Uppal|Sumeet Vyas|
Masaan,2015,109,Drama,8.1,19904,Richa Chadha|Sanjay Mishra|Vicky Kaushal|Pankaj Tripathi|Vineet Kumar|Bhagwan Tiwari|Bhupesh Singh|Satya Kam Anand|Saurabh Chadhary|
Guddu Rangeela,2015,124,Comedy|Drama,5.3,800,Arshad Warsi|Amit Sadh|Ronit Roy|Aditi Rao Hydari|Shriswara|Dibyendu Bhattacharya|Amit Sial|Brijendra Kala|Rajiv Gupta|
Bezubaan Ishq,2015,128,Musical|Romance,4.1,56,Mugdha Godse|Sneha Ullal|Nishant|Darshan Jariwala|Farida Jalal|Sachin Khedekar|Muni Jha|Smita Jaykar|Alex Ashman|Jitu Pandya|Soniya Mehta|Rittesh Mobh|Akshita Sethi|Aru Krishansh Verma|
Aisa Yeh Jahaan,2015,120,Drama,7,42,Yashpal Sharma|Ira Dubey|Tinnu Anand|Palash Sen|
Second Hand Husband,2015,105,Comedy,3.8,141,Dharmendra|Vijay Raaz|Sanjay Mishra|Gippy Grewal|Ravi Kishan|Alok Nath|Gurpreet Ghuggi|Rati Agnihotri|Supriya Karnik|Geeta Basra|Tina Ahuja|Mukesh Tiwari|Karamjit Anmol|Rubina|
I Love NY,2015,127,Comedy|Romance,3.6,499,Sunny Deol|Kangana Ranaut|Prem Chopra|Kubbra Sait|Maya Alagh|Manoj Joshi|Navin Chowdhry|Tannishtha Chatterjee|Jiten Mukhi|Virag Mishra|Lillete Dubey|
Main Hoon Rajinikanth,2015,127,Comedy,7.3,22,Smitha Gondkar|Shakti Kapoor|Sameer Khan|Reema Lagoo|Adithya Menon|Mohnish Nawani|Sunil Pal|Kavita Radheshyam|Kumar Siddharth|Sodi Sultan|
Kaun Kitney Paani Mein,2015,112,Comedy|Drama|Family,6.2,417,Kunal Kapoor|Radhika Apte|Saurabh Shukla|Gulshan Grover|
Drishyam,2015,163,Crime|Drama|Mystery,8.2,58340,Ajay Devgn|Shriya Saran|Tabu|Rajat Kapoor|Ishita Dutta|Mrunal Jadhav|Prasanna Ketkar|Yogesh Sonam|Prathamesh Parab|Rishab Chadha|Ashish Warang|Anil Nagarkar|Tarun Shukla|Smita Inamdar|
Bangistan,2015,135,Comedy|Drama,4.6,992,Jacqueline Fernandez|Riteish Deshmukh|Michalina Olszanska|Saharsh Kumar Shukla|Aakash Dabhade|Pulkit Samrat|Rajesh Sharma|Zachary Coffin|Tom Alter|Kumud Mishra|Chandan Roy Sanyal|Janusz Chabior|Cezary Pazura|Arya Babbar|
All Is Well,2015,126,Adventure|Comedy|Drama,3.8,1399,Rishi Kapoor|Abhishek Bachchan|Asin|Supriya Pathak|
Brothers,2015,156,Action|Drama|Sport,6.5,10873,Akshay Kumar|Sidharth Malhotra|Jackie Shroff|Jacqueline Fernandez|Meghan Jadhav|Shefali Shah|Kiran Kumar|Ashutosh Rana|Kulbhushan Kharbanda|Ashok Lokhande|Raj Zutshi|Roderick Harding|Conan Stevens|Daniel Bernhardt|
Gour Hari Dastaan: The Freedom File,2015,114,Biography|Drama,7.5,435,Vinay Pathak|Konkona Sen Sharma|Ranvir Shorey|Tannishtha Chatterjee|Deepak Saksule|Vikram Gokhale|Vipin Sharma|Rajit Kapoor|Saurabh Shukla|Asrani|Siddarth Jadhav|Mohan Kapoor|Viju Khote|Neha Pendse|
Manjhi: The Mountain Man,2015,120,Adventure|Biography|Drama,8,16622,Nawazuddin Siddiqui|Radhika Apte|
Thoda Lutf Thoda Ishq,2015,0,Comedy|Romance,4.1,52,Bhavita Anand|Rakesh Bedi|Vijayant Kohli|Sanjay Mishra|Sushmita Mukherjee|Neha Pawar|Sanjana Singh|Hiten Tejwani|
Phantom,2015,136,Action|Drama|Thriller,5.8,7913,Saif Ali Khan|Katrina Kaif|Sabyasachi Chakrabarty|Rajesh Tailang|
Hero,2015,145,Action|Drama|Musical,3.6,2041,Suraj Pancholi|Athiya Shetty|Tigmanshu Dhulia|Aditya Pancholi|
Sorry Daddy,2015,0,Action,5.4,5,Shamim Khan|Mukesh Tiwari|
Talvar,2015,132,Crime|Drama|Mystery,8.2,26612,Irrfan Khan|Konkona Sen Sharma|Neeraj Kabi|Sohum Shah|Atul Kumar|Gajraj Rao|Prakash Belawadi|Shishir Sharma|
Katti Batti,2015,135,Comedy|Drama|Romance,4.9,2543,Suhaas Ahuja|Vivan Bhatena|Imran Khan|Suparna Marwah|Gavin N. Methalaka|Mithila Palkar|Jimesh Patel|Chandan Raina|Kangana Ranaut|Abhishek Saha|
Meeruthiya Gangsters,2015,129,Comedy|Crime,7.2,527,Jaideep Ahlawat|Aakash Dahiya|Jatin Sarna|Shadab Kamal|Chandrachoor Rai|Vansh Bhardwaj|Nushrat Bharucha|Sanjay Mishra|Mukul Dev|Brijendra Kala|Ishita Sharma|Soundarya Sharma|
MSG 2 the Messenger,2015,134,Comedy|Drama|Fantasy,6.8,8389,Charanpreet Insan|Honeypreet Insan|RooheMeet Insan|Sahil Insan|Shan e Meet Insan|Sukhwinder Singh Insan|Rohit Khurana|Arpit Ranka|Gurmeet Ram Rahim Singh|
Calendar Girls,2015,131,Drama,4.2,766,Akanksha Puri|Avani Modi|Kyra Dutt|Ruhi Singh|Satarupa Pyne|
Bhaag Johnny,2015,118,Action|Fantasy|Thriller,5.1,851,Kunal Khemu|Zoa Morani|Mandana Karimi|Manasi Scott|Mukul Dev|
Jazbaa,2015,119,Action|Crime|Drama,5.8,3021,Aishwarya Rai Bachchan|Irrfan Khan|Shabana Azmi|Jackie Shroff|Atul Kulkarni|Chandan Roy Sanyal|Abhimanyu Singh|Sara Arjun|
Bumper Draw,2015,130,Comedy,5.1,28,Seema Azmi|Narendra Bedi|Reena Charnya|Bomie E. Dotiwala|Subrat Dutta|Harish Hariaudh|Zakir Husain|Hrishikesh Joshi|Omkar Das Manikpuri|Meera|Sitaram Panchal|Rushad Rana|Deepa Sethi|
Chinar Daastaan-E-Ishq,2015,116,Romance,7,58,Parveen Kaur|Faisal Khan|Shahbaaz Khan|Pramod Moutho|Inayat Sharma|
Kis Kisko Pyaar Karoon,2015,133,Comedy,5.7,5251,Kapil Sharma|Simran Kaur Mundi|Manjari Fadnnis|Sai Lokur|Elli Avrram|Varun Sharma|Arbaaz Khan|Supriya Pathak|Sharat Saxena|Manoj Joshi|
Pyaar Ka Punchnama 2,2015,137,Comedy|Drama|Romance,7.3,13059,Kartik Aaryan|Omkar Kapoor|Sunny Singh Nijjar|Nushrat Bharucha|Ishita Raj|Sonnalli Seygall|
Wedding Pullav,2015,124,Comedy|Romance,3.9,170,Diganth|Anushka Ranjan|Sonnalli Seygall|Karan V. Grover|Rishi Kapoor|Satish Kaushik|Upasna Singh|Parmeet Sethi|Kitu Gidwani|Himani Shivpuri|Aru Krishansh Verma|Neha Tomar|Ali Khan|
Shaandaar,2015,144,Comedy|Drama|Romance,3.6,4352,Shahid Kapoor|Alia Bhatt|Pankaj Kapur|Sanjay Kapoor|Sushma Seth|Niki Walia|Sanah Kapoor|Vikas Verma|Vikas Verman|Karan Johar|Kumud Pant|Atul Sharma|
Titli,2014,116,Action|Drama|Thriller,7.6,3677,Nawazuddin Siddiqui|Niharika Singh|Anil George|Zeena Bhatia|Menka Lalwani|Ragesh Asthana|Manoj Bakshi|Avinash Razdan|Premnath Gulati|Kuldeep Rajput|Alka Punewar|Juje|Jackie|Nandu Natekar|
Guddu Ki Gun,2015,130,Comedy,4.7,541,Kunal Khemu|Payel Sarkar|Aparna Sharma|
The Silent Heroes,2015,115,Adventure|Drama|Family,6.6,57,Mann Bagga|Gurfareen Bano|Maanuv Bharadwaj|Tarun Bhargawa|Aashish Chauhan|Khwaish Gupta|Simran Kaur|Priyanka Panchal|Priyanka Panchal|Nirmal Pant|Jaideep Rawat|
Ranbanka,2015,98,Action,3.7,118,Manish Paul|Ravi Kishan|Pooja Thakur|Rudra Kaushik|Avya Agarwal|Avinash Dwivedi|
Dedh Ishqiya,2014,152,Comedy|Drama|Romance,7.1,6604,Madhuri Dixit|Naseeruddin Shah|Arshad Warsi|Huma Qureshi|Vijay Raaz|Manoj Pahwa|Salman Shahid|
Karle Pyaar Karle,2014,110,Action|Romance,2.8,111,Shiv Darshan|Hasleen Kaur|Aham Sharma|Rumi Khan|Tanya Malik|Ankit Raaj|
Paranthe Wali Gali,2014,101,Drama|Romance,5.1,83,Mohinder Gujral|Yuvraj Haral|Vijayant Kohli|Neha Pawar|Anuj Saxena|Prabhakar Srinet|
Strings of Passion,2014,100,Drama,6.8,31,Zeenat Aman|Indrani Haldar|Avalok Nagpal|Rajesh Sharma|Shubh|Sangita Sonali|
Gunday,2014,152,Action|Drama|Romance,2.3,56670,Ranveer Singh|Arjun Kapoor|Priyanka Chopra|Irrfan Khan|
Jai Ho,2014,135,Action|Drama,5.2,15868,Salman Khan|Daisy Shah|Tabu|Danny Denzongpa|Nadira Babbar|Sunil Shetty|Mohnish Bahl|Mahesh Manjrekar|Aditya Pancholi|Sharad S. Kapoor|Mukul Dev|Pulkit Samrat|Mahesh Thakur|Genelia D'Souza|
Hasee Toh Phasee,2014,141,Comedy|Romance,6.8,12622,Sidharth Malhotra|Parineeti Chopra|Adah Sharma|Manoj Joshi|Sharat Saxena|Nina Kulkarni|Sameer Sharma|Aariyan Gupta|Amita Udgata|Anshikaa Shrivastava|Ansh Sharma|Anil Charanjeett|Bhavna Chauhan|Devika Gidwani|
Heartless,2014,131,Drama|Family|Romance,5.2,429,Adhyayan Suman|Ariana Ayam|Deepti Naval|Om Puri|Shekhar Suman|
Ya Rab,2014,120,Drama,6.1,270,Indrapal Ahuja|Neha Baam|Vikram Dahiya|Rakesh Deewana|Rajesh Gupta|Imran Hasnee|Abizer Hyderabadwala|Jassi|Javed|Juli|Sayed Khalid|Ajaz Khan|Raju Kher|Akhilendra Mishra|
Darr @ the Mall,2014,124,Horror|Thriller,4.9,872,Jimmy Sheirgill|Nushrat Bharucha|Arif Zakaria|Vikram Raj Bhardwaj|Geet Sharma|Asif Basra|Nivedita Bhattacharya|Shradha Kaul|Pramod Pathak|Yoshika Verma|Neeraj Khetrapal|Neeraj Sood|Charlotte Desmond|Rahul Mishra|
One by Two,2014,139,Comedy|Drama|Romance,4.1,688,Abhay Deol|Preeti Desai|Lillete Dubey|Rati Agnihotri|Jayant Kripalani|Darshan Jariwala|Anish Trivedi|Geetika Tyagi|Preetika Chawla|Tahir Raj Bhasin|Yudhishtir Urs|Maya Sarao|Netrapal He-Ra Singh|Yashika Dhillon|
Babloo Happy Hai,2014,113,Comedy|Drama|Romance,6.8,76,Sahil Anand|Erica Fernandes|
Highway,2014,133,Crime|Drama|Romance,7.6,24037,Alia Bhatt|Randeep Hooda|Durgesh Kumar|Pradeep Nagar|Saharsh Kumar Shukla|Hemant Mathur|Shakeel Khan|Mohit Choudhary|Reuben Israel|Arjun Malhotra|Naina Trivedi|Mohd. Kaif|Samar Mudasir Bakshi|Pinu Verma|
